"agency","Charge_Description_Orig","activityDate","BLOCK_ADDRESS","ZipCode","community","fullAdr","lon","lat"
"SAN DIEGO","CARRY CONCEALED DIRK OR DAGGER","3/14/2015 19:02:00","4400  BLOCK OCEAN BOULEVARD","92109","SAN DIEGO           ","4400  BLOCK OCEAN BOULEVARD , SAN DIEGO, CA  92109",-117.255962,32.794346
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","3/25/2015 1:15:00","1100  BLOCK GARNET AVENUE","92109","SAN DIEGO","1100  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2499919,32.7977784
"SAN DIEGO","BURGLARY/UNSPECIFIED","4/13/2015 3:11:00","4200  BLOCK MISSION BOULEVARD","92109","SAN DIEGO","4200  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2542681,32.7925729
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","4/19/2015 12:55:00","700  BLOCK PORTSMOUTH COURT","92109","SAN DIEGO","700  BLOCK PORTSMOUTH COURT , SAN DIEGO, CA  92109",-117.2535918,32.7828793
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","4/19/2015 14:47:00","900  BLOCK FIESTA ISLAND ROAD","92109","SAN DIEGO","900  BLOCK FIESTA ISLAND ROAD , SAN DIEGO, CA  92109",-117.2170764,32.7883004
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","4/19/2015 15:05:00","900  BLOCK FIESTA ISLAND ROAD","92109","SAN DIEGO","900  BLOCK FIESTA ISLAND ROAD , SAN DIEGO, CA  92109",-117.2170764,32.7883004
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","4/19/2015 15:54:00","900  BLOCK FIESTA ISLAND ROAD","92109","SAN DIEGO","900  BLOCK FIESTA ISLAND ROAD , SAN DIEGO, CA  92109",-117.2170764,32.7883004
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","4/19/2015 17:00:00","3000  BLOCK MISSION BOULEVARD","92109","SAN DIEGO","3000  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2509508,32.7677697
"SAN DIEGO","MINOR POSSESS ALCOHOL","3/17/2015 22:20:00","4000  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","4000  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2549418,32.789688
"SAN DIEGO","MINOR POSSESS ALCOHOL","3/17/2015 23:30:00","2700  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","2700  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2516265,32.7610303
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/18/2015 16:19:00","700  BLOCK ISLAND COURT","92109","SAN DIEGO","700  BLOCK ISLAND COURT , SAN DIEGO, CA  92109",-117.2529325,32.7725577
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/20/2015 21:45:00","3900  BLOCK STRANDWAY","92109","SAN DIEGO","3900  BLOCK STRANDWAY , SAN DIEGO, CA  92109",-117.2540048,32.7868321
"SAN DIEGO","POSS CONTRL SUB PARAPHERNALIA","3/17/2015 17:00:00","800  BLOCK SANTA CLARA PLACE","92109","SAN DIEGO","800  BLOCK SANTA CLARA PLACE , SAN DIEGO, CA  92109",-117.2524195,32.7825961
"SAN DIEGO","GET CREDIT/ETC OTHERS ID","3/9/2015 12:00:00","5000  BLOCK PACIFICA DRIVE","92109","SAN DIEGO","5000  BLOCK PACIFICA DRIVE , SAN DIEGO, CA  92109",-117.2224318,32.812418
"SAN DIEGO","BATTERY WITH SERIOUS BODILY INJURY (F)","4/15/2015 9:50:00","4500  BLOCK DAWES STREET","92109","SAN DIEGO","4500  BLOCK DAWES STREET , SAN DIEGO, CA  92109",-117.2500246,32.7977596
"SAN DIEGO","ACQUIRE/ETC PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD","4/7/2015 12:00:00","900  BLOCK AGATE STREET","92109","SAN DIEGO","900  BLOCK AGATE STREET , SAN DIEGO, CA  92109",-117.2577134,32.8100385
"SAN DIEGO","MINOR CONSUMING ALCOHOL - NOT IN PUBLIC","3/17/2015 23:33:00","2700  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","2700  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2516265,32.7610303
"SAN DIEGO","MINOR CONSUMING ALCOHOL - NOT IN PUBLIC","3/17/2015 23:20:00","2700  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","2700  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2516265,32.7610303
"SAN DIEGO","MINOR POSSESS ALCOHOL","3/17/2015 17:28:00","3900  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3900  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.25441,32.7872495
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/18/2015 2:08:00","1000  BLOCK GARNET AVENUE","92109","SAN DIEGO","1000  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2516784,32.7977202
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/17/2015 17:00:00","900  BLOCK GARNET AVENUE","92109","SAN DIEGO","900  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2536748,32.7969783
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/17/2015 17:25:00","3800  BLOCK STRANDWAY","92109","SAN DIEGO","3800  BLOCK STRANDWAY , SAN DIEGO, CA  92109",-117.2536382,32.7848651
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/17/2015 17:40:00","3700  BLOCK STRANDWAY","92109","SAN DIEGO","3700  BLOCK STRANDWAY , SAN DIEGO, CA  92109",-117.2532895,32.782759
"SAN DIEGO","MINOR POSSESS ALCOHOL","3/17/2015 20:00:00","3600  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3600  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2533682,32.7803709
"SAN DIEGO","MINOR POSSESS ALCOHOL","3/17/2015 20:00:00","3600  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3600  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2533682,32.7803709
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","3/15/2015 14:00:00","4100  BLOCK MISSION BOULEVARD","92109","SAN DIEGO           ","4100  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2538063,32.7910763
"SAN DIEGO","MINOR POSSESS ALCOHOL","3/18/2015 22:45:00","2900  BLOCK STRANDWAY","92109","SAN DIEGO","2900  BLOCK STRANDWAY , SAN DIEGO, CA  92109",-117.252108,32.7656093
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/21/2015 18:20:00","700  BLOCK JAMAICA COURT","92109","SAN DIEGO","700  BLOCK JAMAICA COURT , SAN DIEGO, CA  92109",-117.253008,32.7735763
"SAN DIEGO","MINOR POSSESS ALCOHOL","3/21/2015 17:30:00","3200  BLOCK STRANDWAY","92109","SAN DIEGO","3200  BLOCK STRANDWAY , SAN DIEGO, CA  92109",-117.2526181,32.7720285
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/21/2015 18:20:00","3200  BLOCK STRANDWAY","92109","SAN DIEGO","3200  BLOCK STRANDWAY , SAN DIEGO, CA  92109",-117.2526181,32.7720285
"SAN DIEGO","MINOR POSSESS ALCOHOL","3/18/2015 23:00:00","2900  BLOCK STRANDWAY","92109","SAN DIEGO","2900  BLOCK STRANDWAY , SAN DIEGO, CA  92109",-117.252108,32.7656093
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/21/2015 18:31:00","700  BLOCK DIAMOND STREET","92109","SAN DIEGO","700  BLOCK DIAMOND STREET , SAN DIEGO, CA  92109",-117.2571468,32.7992043
"SAN DIEGO","MINOR POSSESS ALCOHOL","3/22/2015 12:40:00","2800  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","2800  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2523493,32.7635146
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/22/2015 14:40:00","900 W  BLOCK WEST MISSION BAY DRIVE","92109","SAN DIEGO","900 W  BLOCK WEST MISSION BAY DRIVE , SAN DIEGO, CA  92109",-117.2494504,32.772135
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/22/2015 15:45:00","4000  BLOCK FANUEL STREET","92109","SAN DIEGO","4000  BLOCK FANUEL STREET , SAN DIEGO, CA  92109",-117.2443928,32.7913569
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/22/2015 17:45:00","3800  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3800  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2539258,32.7846241
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/22/2015 17:45:00","3800  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3800  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2539258,32.7846241
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/22/2015 15:00:00","3200  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3200  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2529428,32.7720292
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/22/2015 17:15:00","4300  BLOCK OCEAN BOULEVARD","92109","SAN DIEGO","4300  BLOCK OCEAN BOULEVARD , SAN DIEGO, CA  92109",-117.2557477,32.7934393
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/22/2015 17:45:00","3800  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3800  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2539258,32.7846241
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/21/2015 17:30:00","3000  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3000  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2525882,32.7676847
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/21/2015 17:50:00","3000  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3000  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2525882,32.7676847
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/21/2015 18:50:00","0  BLOCK TOURMALINE STREET","92109","SAN DIEGO","0  BLOCK TOURMALINE STREET , SAN DIEGO, CA  92109",-117.2549759,32.8076825
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/21/2015 18:30:00","700  BLOCK DIAMOND STREET","92109","SAN DIEGO","700  BLOCK DIAMOND STREET , SAN DIEGO, CA  92109",-117.2571468,32.7992043
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/21/2015 18:44:00","0  BLOCK TOURMALINE STREET","92109","SAN DIEGO","0  BLOCK TOURMALINE STREET , SAN DIEGO, CA  92109",-117.2549759,32.8076825
"SAN DIEGO","MINOR POSSESS ALCOHOL","3/22/2015 12:36:00","2800  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","2800  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2523493,32.7635146
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/28/2015 22:43:00","4800  BLOCK OCEAN BOULEVARD","92109","SAN DIEGO","4800  BLOCK OCEAN BOULEVARD , SAN DIEGO, CA  92109",-117.2576986,32.7990536
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 13:00:00","3000  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3000  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2525882,32.7676847
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 13:30:00","3300  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3300  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2530583,32.7740965
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 15:50:00","3700  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3700  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2535843,32.7824414
"SAN DIEGO","GET CREDIT/ETC OTHERS ID","4/18/2015 12:00:00","2200  BLOCK LORING STREET","92109","SAN DIEGO","2200  BLOCK LORING STREET , SAN DIEGO, CA  92109",-117.230657,32.8109995
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/25/2015 2:20:00","4500  BLOCK NOYES STREET","92109","SAN DIEGO","4500  BLOCK NOYES STREET , SAN DIEGO, CA  92109",-117.2317061,32.8017959
"SAN DIEGO","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","3/27/2015 12:22:00","700  BLOCK THOMAS AVENUE","92109","SAN DIEGO","700  BLOCK THOMAS AVENUE , SAN DIEGO, CA  92109",-117.2557263,32.7934501
"SAN DIEGO","POSSESS NARCOTIC CONTROLLED SUBSTANCE (F)","3/27/2015 11:45:00","900  BLOCK GRAND AVENUE","92109","SAN DIEGO","900  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2531142,32.7951498
"SAN DIEGO","VANDALISM (LESS THAN $400)","4/1/2015 18:00:00","600  BLOCK TURQUOISE STREET","92109","SAN DIEGO","600  BLOCK TURQUOISE STREET , SAN DIEGO, CA  92109",-117.2621398,32.8080528
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","3/17/2015 10:45:00","2000  BLOCK EMERALD STREET","92109","SAN DIEGO           ","2000  BLOCK EMERALD STREET , SAN DIEGO, CA  92109",-117.2340791,32.8032952
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","3/20/2015 2:00:00","3500  BLOCK PROMONTORY STREET","92109","SAN DIEGO           ","3500  BLOCK PROMONTORY STREET , SAN DIEGO, CA  92109",-117.236903,32.7827603
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","3/20/2015 15:45:00","900  BLOCK GARNET AVENUE","92109","SAN DIEGO           ","900  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2536748,32.7969783
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","3/20/2015 19:00:00","800  BLOCK DIAMOND STREET","92109","SAN DIEGO           ","800  BLOCK DIAMOND STREET , SAN DIEGO, CA  92109",-117.2563332,32.7993739
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","3/20/2015 13:00:00","800 W  BLOCK WEST MISSION BAY DRIVE","92109","SAN DIEGO           ","800 W  BLOCK WEST MISSION BAY DRIVE , SAN DIEGO, CA  92109",-117.2504453,32.77212
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","3/22/2015 19:30:00","2100  BLOCK REED AVENUE","92109","SAN DIEGO           ","2100  BLOCK REED AVENUE , SAN DIEGO, CA  92109",-117.2304936,32.7979773
"SAN DIEGO","PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","5/16/2015 5:00:00","3300  BLOCK BUENA VISTA STREET","92109","SAN DIEGO","3300  BLOCK BUENA VISTA STREET , SAN DIEGO, CA  92109",-117.2364895,32.780552
"SAN DIEGO","PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","5/19/2015 14:30:00","800  BLOCK GARNET AVENUE","92109","SAN DIEGO","800  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2552823,32.7968511
"SAN DIEGO","TAMPER WITH AUTO","4/19/2015 22:30:00","4000  BLOCK HAINES STREET","92109","SAN DIEGO","4000  BLOCK HAINES STREET , SAN DIEGO, CA  92109",-117.2404509,32.7919289
"SAN DIEGO","GET CREDIT/ETC OTHERS ID","4/21/2015 12:30:00","3900  BLOCK RIVIERA DRIVE","92109","SAN DIEGO","3900  BLOCK RIVIERA DRIVE , SAN DIEGO, CA  92109",-117.2407794,32.7899715
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","3/22/2015 21:00:00","900  BLOCK LORING STREET","92109","SAN DIEGO           ","900  BLOCK LORING STREET , SAN DIEGO, CA  92109",-117.2562718,32.8053914
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","3/26/2015 0:00:00","4200  BLOCK FANUEL STREET","92109","SAN DIEGO","4200  BLOCK FANUEL STREET , SAN DIEGO, CA  92109",-117.2449335,32.7939131
"SAN DIEGO","BURGLARY/UNSPECIFIED","3/24/2015 23:00:00","800  BLOCK ISTHMUS COURT","92109","SAN DIEGO","800  BLOCK ISTHMUS COURT , SAN DIEGO, CA  92109",-117.2513031,32.7731383
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/28/2015 0:56:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/28/2015 1:04:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/28/2015 2:00:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/28/2015 2:50:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","3/23/2015 21:30:00","700  BLOCK THOMAS AVENUE","92109","SAN DIEGO","700  BLOCK THOMAS AVENUE , SAN DIEGO, CA  92109",-117.2557263,32.7934501
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/25/2015 13:40:00","1000  BLOCK SANTA CLARA PLACE","92109","SAN DIEGO","1000  BLOCK SANTA CLARA PLACE , SAN DIEGO, CA  92109",-117.2498446,32.7829098
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/28/2015 20:45:00","3000  BLOCK MISSION BOULEVARD","92109","SAN DIEGO","3000  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2509508,32.7677697
"SAN DIEGO","DUI DRUGS (M)","3/29/2015 20:00:00","900  BLOCK WEST MISSION BAY DRIVE","92109","SAN DIEGO","900  BLOCK WEST MISSION BAY DRIVE , SAN DIEGO, CA  92109",-117.2494504,32.772135
"SAN DIEGO","DISORDERLY CONDUCT:  DRUGS OR DRUGS WITH ALCOHOL","3/29/2015 20:20:00","700  BLOCK PACIFIC BEACH DRIVE","92109","SAN DIEGO","700  BLOCK PACIFIC BEACH DRIVE , SAN DIEGO, CA  92109",-117.2538142,32.790889
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/24/2015 10:45:00","700  BLOCK OLIVER PLACE","92109","SAN DIEGO","700  BLOCK OLIVER PLACE , SAN DIEGO, CA  92109",-117.2551428,32.7922861
"SAN DIEGO","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","3/30/2015 21:44:00","1000  BLOCK FIESTA ISLAND ROAD","92109","SAN DIEGO","1000  BLOCK FIESTA ISLAND ROAD , SAN DIEGO, CA  92109",-117.2219854,32.7801651
"SAN DIEGO","POSSESS UNLAWFUL PARAPHERNALIA (M)","3/31/2015 6:51:00","3200  BLOCK MARINERS WAY","92109","SAN DIEGO","3200  BLOCK MARINERS WAY , SAN DIEGO, CA  92109",-117.2451554,32.7696084
"SAN DIEGO","PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","3/29/2015 13:30:00","3100  BLOCK MISSION BOULEVARD","92109","SAN DIEGO","3100  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2509951,32.7698445
"SAN DIEGO","GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950","4/1/2015 22:00:00","3900  BLOCK INGRAHAM STREET","92109","SAN DIEGO","3900  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.2381155,32.7906786
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 14:00:00","3800  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3800  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2539258,32.7846241
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 14:20:00","700  BLOCK REED AVENUE","92109","SAN DIEGO","700  BLOCK REED AVENUE , SAN DIEGO, CA  92109",-117.2554188,32.7925303
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 14:20:00","700  BLOCK REED AVENUE","92109","SAN DIEGO","700  BLOCK REED AVENUE , SAN DIEGO, CA  92109",-117.2554188,32.7925303
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 14:55:00","4300  BLOCK OCEAN BOULEVARD","92109","SAN DIEGO","4300  BLOCK OCEAN BOULEVARD , SAN DIEGO, CA  92109",-117.2557477,32.7934393
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 15:35:00","4400  BLOCK OCEAN BOULEVARD","92109","SAN DIEGO","4400  BLOCK OCEAN BOULEVARD , SAN DIEGO, CA  92109",-117.255962,32.794346
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 16:20:00","3300  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3300  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2530583,32.7740965
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 16:35:00","3300  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3300  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2530583,32.7740965
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 13:20:00","3200  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3200  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2529428,32.7720292
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/29/2015 14:00:00","3800  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3800  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2539258,32.7846241
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/27/2015 21:30:00","4200  BLOCK DAWES STREET","92109","SAN DIEGO","4200  BLOCK DAWES STREET , SAN DIEGO, CA  92109",-117.2488296,32.7939458
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/29/2015 4:50:00","4700  BLOCK MISSION BAY DRIVE","92109","SAN DIEGO","4700  BLOCK MISSION BAY DRIVE , SAN DIEGO, CA  92109",-117.2190725,32.8061603
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","4/5/2015 23:15:00","700  BLOCK PACIFIC BEACH DRIVE","92109","SAN DIEGO","700  BLOCK PACIFIC BEACH DRIVE , SAN DIEGO, CA  92109",-117.2538142,32.790889
"SAN DIEGO","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","4/6/2015 8:30:00","1300  BLOCK GARNET AVENUE","92109","SAN DIEGO","1300  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2463657,32.7985843
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/18/2015 3:32:00","4300  BLOCK INGRAHAM STREET","92109","SAN DIEGO","4300  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.2399753,32.7969045
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","3/21/2015 2:05:00","2600  BLOCK INGRAHAM STREET","92109","SAN DIEGO","2600  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.2337715,32.7678102
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/21/2015 2:20:00","2600  BLOCK INGRAHAM STREET","92109","SAN DIEGO","2600  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.2337715,32.7678102
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/21/2015 1:00:00","2600  BLOCK INGRAHAM STREET","92109","SAN DIEGO","2600  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.2337715,32.7678102
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","3/22/2015 14:20:00","1100  BLOCK GARNET AVENUE","92109","SAN DIEGO","1100  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2499919,32.7977784
"SAN DIEGO","TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE","3/23/2015 11:43:00","1000  BLOCK FIESTA ISLAND ROAD","92109","SAN DIEGO","1000  BLOCK FIESTA ISLAND ROAD , SAN DIEGO, CA  92109",-117.2219854,32.7801651
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","3/26/2015 0:15:00","1000  BLOCK GARNET AVENUE","92109","SAN DIEGO","1000  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2516784,32.7977202
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","4/15/2015 18:20:00","800  BLOCK GARNET AVENUE","92109","SAN DIEGO           ","800  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2552823,32.7968511
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","4/6/2015 22:11:00","4600  BLOCK MISSION BOULEVARD","92109","SAN DIEGO","4600  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.255794,32.7975325
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","4/7/2015 2:00:00","1000  BLOCK GARNET AVENUE","92109","SAN DIEGO","1000  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2516784,32.7977202
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/21/2015 2:44:00","2600  BLOCK INGRAHAM STREET","92109","SAN DIEGO","2600  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.2337715,32.7678102
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/28/2015 0:42:00","4100  BLOCK HAINES STREET","92109","SAN DIEGO","4100  BLOCK HAINES STREET , SAN DIEGO, CA  92109",-117.2409437,32.7935483
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","5/6/2015 1:30:00","1100  BLOCK GARNET AVENUE","92109","SAN DIEGO","1100  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2499919,32.7977784
"SAN DIEGO","CARRY CONCEALED DIRK OR DAGGER (F)","5/6/2015 7:20:00","4400  BLOCK OCEAN BOULEVARD","92109","SAN DIEGO","4400  BLOCK OCEAN BOULEVARD , SAN DIEGO, CA  92109",-117.255962,32.794346
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","3/28/2015 2:40:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","4/1/2015 0:55:00","4400  BLOCK JEWELL STREET","92109","SAN DIEGO","4400  BLOCK JEWELL STREET , SAN DIEGO, CA  92109",-117.2384393,32.7983447
